herb_en,herb_cn,pinyin,property,compound,"target (Protein,Enzyme,receptor)",pchembl,pubchem_cid,smiles,MW,LogP,TPSA,HBA,HBD,DL TCMSP
Citrus aurantium,枳实,Zhi Shi,Slightly Cold,hesperetin,Nuclear receptor ROR-gamma,5.2,72281,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,302.28,2,100,6,3,0.27
Citrus aurantium,枳实,Zhi Shi,Slightly Cold,hesperetin,Cytochrome P450 2C19,5.1,72281,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,302.28,2,100,6,3,0.27
Magnolia officinalis,厚朴,Hou Po,Warm,honokiol,Prostaglandin G/H synthase 1,5.75,72303,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,266.33,4,40,2,2,0.5
Magnolia officinalis,厚朴,Hou Po,Warm,honokiol,Prostaglandin G/H synthase 2,5.68,72303,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,266.33,4,40,2,2,0.5
Magnolia officinalis,厚朴,Hou Po,Warm,honokiol,Human immunodeficiency virus 1,5.48,72303,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,266.33,4,40,2,2,0.5
Magnolia officinalis,厚朴,Hou Po,Warm,honokiol,Polyunsaturated fatty acid 5-lipoxygenase,5.38,72303,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,266.33,4,40,2,2,0.5
Magnolia officinalis,厚朴,Hou Po,Warm,honokiol,SARS-CoV,5.19,72303,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,266.33,4,40,2,2,0.5
Magnolia officinalis,厚朴,Hou Po,Warm,honokiol,CCRF-CEM,4.96,72303,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,266.33,4,40,2,2,0.5
Magnolia officinalis,厚朴,Hou Po,Warm,honokiol,ADMET,4.79,72303,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,266.33,4,40,2,2,0.5
Magnolia officinalis,厚朴,Hou Po,Warm,honokiol,HepG2,4.78,72303,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,266.33,4,40,2,2,0.5
Magnolia officinalis,厚朴,Hou Po,Warm,honokiol,Vero,4.65,72303,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,266.33,4,40,2,2,0.5
Angelica dahurica,白芷,Bai Zhi,warm,imperatorin,Cytochrome P450 3A4,5.3,10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,imperatorin,Fructose-bisphosphate aldolase,4.8,10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,imperatorin,Saccharomyces cerevisiae,4.79,10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,imperatorin,Fructose-bisphosphate aldolase,4.75,10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,imperatorin,Aldehyde dehydrogenase 1A1,4.55,10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,imperatorin,Lysosomal alpha-glucosidase,4.55,10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,imperatorin,Beta-secretase 1,4.52,10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,isoimperatorin,NON-PROTEIN TARGET,5.46,68081,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,isoimperatorin,NON-PROTEIN TARGET,5.38,68081,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,isoimperatorin,Unchecked,5.34,68081,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,isoimperatorin,Cytochrome P450 1B1,5.22,68081,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,isoimperatorin,NON-PROTEIN TARGET,5.04,68081,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,isoimperatorin,Cholinesterase,4.64,68081,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,isoimperatorin,Prelamin-A/C,4.5,68081,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,isoimperatorin,Aldehyde dehydrogenase 1A1,4.4,68081,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,isoimperatorin,Acetylcholinesterase,4.16,68081,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,270.28,3,50,4,0,0.45
Angelica dahurica,白芷,Bai Zhi,warm,isorhamnetin,Cytochrome P450 1A2,5.9,5281654,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,316.26,3,120,7,4,0.31
Angelica dahurica,白芷,Bai Zhi,warm,isorhamnetin,Xanthine dehydrogenase/oxidase,5.6,5281654,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,316.26,3,120,7,4,0.31
Angelica dahurica,白芷,Bai Zhi,warm,isorhamnetin,NON-PROTEIN TARGET,5.56,5281654,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,316.26,3,120,7,4,0.31
Angelica dahurica,白芷,Bai Zhi,warm,isorhamnetin,Monocyte,5.42,5281654,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,316.26,3,120,7,4,0.31
Angelica dahurica,白芷,Bai Zhi,warm,isorhamnetin,Enoyl-acyl-carrier protein reductase,5.3,5281654,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,316.26,3,120,7,4,0.31
Angelica dahurica,白芷,Bai Zhi,warm,isorhamnetin,3-oxoacyl-acyl-carrier protein reductase,5.08,5281654,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,316.26,3,120,7,4,0.31
Angelica dahurica,白芷,Bai Zhi,warm,isorhamnetin,Plasmodium falciparum,4.83,5281654,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,316.26,3,120,7,4,0.31
Coptis chinensis,黄连,Huang Lian,cold,jatrorrhizine,Cytochrome P450 3A4,5.68,72323,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,338.4,2,40,4,0,0.6
Coptis chinensis,黄连,Huang Lian,cold,jatrorrhizine,Survival motor neuron protein,5.5,72323,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,338.4,2,40,4,0,0.6
Coptis chinensis,黄连,Huang Lian,cold,jatrorrhizine,Unchecked,5.38,72323,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,338.4,2,40,4,0,0.6
Coptis chinensis,黄连,Huang Lian,cold,jatrorrhizine,Lysosomal alpha-glucosidase,5.15,72323,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,338.4,2,40,4,0,0.6
Coptis chinensis,黄连,Huang Lian,cold,jatrorrhizine,Prelamin-A/C,4.95,72323,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,338.4,2,40,4,0,0.6
Coptis chinensis,黄连,Huang Lian,cold,jatrorrhizine,Lysine-specific demethylase 4E,4.9,72323,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,338.4,2,40,4,0,0.6
Coptis chinensis,黄连,Huang Lian,cold,jatrorrhizine,Inositol monophosphatase 1,4.9,72323,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,338.4,2,40,4,0,0.6
Coptis chinensis,黄连,Huang Lian,cold,jatrorrhizine,Microtubule-associated protein tau,4.8,72323,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,338.4,2,40,4,0,0.6
Coptis chinensis,黄连,Huang Lian,cold,jatrorrhizine,Fructose-bisphosphate aldolase,4.7,72323,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,338.4,2,40,4,0,0.6
Ginkgo biloba,银杏叶,Yin Xing Ye,Neutral,kaempferol,Glycogen synthase kinase-3,5.46,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,111,6,4,0.24
Ginkgo biloba,银杏叶,Yin Xing Ye,Neutral,kaempferol,3-oxoacyl-acyl-carrier protein reductase,5.4,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,111,6,4,0.24
Ginkgo biloba,银杏叶,Yin Xing Ye,Neutral,kaempferol,Cytochrome P450 2C9,5.22,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,111,6,4,0.24
Ginkgo biloba,银杏叶,Yin Xing Ye,Neutral,kaempferol,ATP-dependent translocase ABCB1,5.17,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,111,6,4,0.24
Ginkgo biloba,银杏叶,Yin Xing Ye,Neutral,kaempferol,Cyclin-dependent kinase 6,4.66,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,111,6,4,0.24
Ginkgo biloba,银杏叶,Yin Xing Ye,Neutral,kaempferol,ADMET,4.53,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,111,6,4,0.24
Ginkgo biloba,银杏叶,Yin Xing Ye,Neutral,kaempferol,Cyclin-dependent kinase 1/cyclin B,4.39,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,111,6,4,0.24
Ginkgo biloba,银杏叶,Yin Xing Ye,Neutral,kaempferol,Cyclin-dependent kinase 5/CDK5 activator 1,4.29,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,111,6,4,0.24
Ginkgo biloba,银杏叶,Yin Xing Ye,Neutral,kaempferol,Human immunodeficiency virus type 1 integrase,4.19,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,111,6,4,0.24
Ginkgo biloba,银杏叶,Yin Xing Ye,Neutral,kaempferol,Human immunodeficiency virus type 1 integrase,4.01,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,111,6,4,0.24
Angelica sinensis,当归,Dang gui,warm,ligustilide,Transient receptor potential cation channel subfamily A member 1,4.36,5318517,C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2C/C=C/3\\[C@@H](COC3=O)O)(C)CO)O,350.4,2,30,0,2,0.55
Angelica sinensis,当归,Dang gui,warm,ligustilide,Transient receptor potential cation channel subfamily A member 1,4.36,5318517,C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2C/C=C/3\\[C@@H](COC3=O)O)(C)CO)O,350.4,2,30,0,2,0.55
Glycyrrhiza uralensis,甘草,Gan Cao,Neutral,liquiritigenin,Aromatase,5.68,5280441,C1[C@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,256.25,2,70,4,2,0.22
Glycyrrhiza uralensis,甘草,Gan Cao,Neutral,liquiritigenin,Xanthine dehydrogenase/oxidase,4.95,5280441,C1[C@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,256.25,2,70,4,2,0.22
Glycyrrhiza uralensis,甘草,Gan Cao,Neutral,liquiritigenin,HCT-116,4.43,5280441,C1[C@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,256.25,2,70,4,2,0.22
Chrysanthemum morifolium,菊花,Ju Hua,cold,luteolin,RBL-2H3,5.43,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,110,6,4,0.25
Chrysanthemum morifolium,菊花,Ju Hua,cold,luteolin,Cyclin-dependent kinase 5/CDK5 activator 1,5.42,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,110,6,4,0.25
Chrysanthemum morifolium,菊花,Ju Hua,cold,luteolin,RBL-2H3,5.24,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,110,6,4,0.25
Chrysanthemum morifolium,菊花,Ju Hua,cold,luteolin,Cyclin-dependent kinase 1/cyclin B,5.21,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,110,6,4,0.25
Chrysanthemum morifolium,菊花,Ju Hua,cold,luteolin,Aldo-keto reductase family 1 member B1,5.02,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,110,6,4,0.25
Chrysanthemum morifolium,菊花,Ju Hua,cold,luteolin,ADMET,5.01,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,110,6,4,0.25
Chrysanthemum morifolium,菊花,Ju Hua,cold,luteolin,Unchecked,4.98,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,110,6,4,0.25
Chrysanthemum morifolium,菊花,Ju Hua,cold,luteolin,Human immunodeficiency virus type 1 integrase,4.6,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,110,6,4,0.25
Chrysanthemum morifolium,菊花,Ju Hua,cold,luteolin,Human immunodeficiency virus type 1 integrase,4.48,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,110,6,4,0.25
Chrysanthemum morifolium,菊花,Ju Hua,cold,luteolin,Serine protease 1,4.45,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,2,110,6,4,0.25
Magnolia officinalis,厚朴,Hou Po,Warm,magnolol,SARS-CoV,5.42,72300,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O,266.33,4,40,2,2,0.52
Magnolia officinalis,厚朴,Hou Po,Warm,magnolol,Microtubule-associated protein tau,4.65,72300,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O,266.33,4,40,2,2,0.52
Magnolia officinalis,厚朴,Hou Po,Warm,magnolol,Lysine-specific demethylase 4E,4.55,72300,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O,266.33,4,40,2,2,0.52
Magnolia officinalis,厚朴,Hou Po,Warm,magnolol,Microtubule-associated protein tau,4.55,72300,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O,266.33,4,40,2,2,0.52
Magnolia officinalis,厚朴,Hou Po,Warm,magnolol,HepG2,4.5,72300,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O,266.33,4,40,2,2,0.52
Magnolia officinalis,厚朴,Hou Po,Warm,magnolol,ADMET,4.41,72300,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O,266.33,4,40,2,2,0.52
Magnolia officinalis,厚朴,Hou Po,Warm,magnolol,Vero,4.3,72300,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O,266.33,4,40,2,2,0.52
Magnolia officinalis,厚朴,Hou Po,Warm,magnolol,Human immunodeficiency virus 1,4.16,72300,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O,266.33,4,40,2,2,0.52
Magnolia officinalis,厚朴,Hou Po,Warm,magnolol,CCRF-CEM,4,72300,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O,266.33,4,40,2,2,0.52
Myrica rubra,杨梅,Yang Mei,Slightly Cold,myricetin,Enoyl-acyl-carrier protein reductase,6.4,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,318.24,1,150,8,6,0.2
Myrica rubra,杨梅,Yang Mei,Slightly Cold,myricetin,Human immunodeficiency virus type 1 integrase,6.22,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,318.24,1,150,8,6,0.2
Myrica rubra,杨梅,Yang Mei,Slightly Cold,myricetin,Human immunodeficiency virus type 1 integrase,5.7,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,318.24,1,150,8,6,0.2
Myrica rubra,杨梅,Yang Mei,Slightly Cold,myricetin,Fatty acid synthase,5.7,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,318.24,1,150,8,6,0.2
Myrica rubra,杨梅,Yang Mei,Slightly Cold,myricetin,Human immunodeficiency virus type 1 integrase,5.6,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,318.24,1,150,8,6,0.2
Myrica rubra,杨梅,Yang Mei,Slightly Cold,myricetin,ADMET,5.55,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,318.24,1,150,8,6,0.2
Myrica rubra,杨梅,Yang Mei,Slightly Cold,myricetin,Human immunodeficiency virus type 1 integrase,5.12,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,318.24,1,150,8,6,0.2
Myrica rubra,杨梅,Yang Mei,Slightly Cold,myricetin,Serine protease 1,4.99,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,318.24,1,150,8,6,0.2
Myrica rubra,杨梅,Yang Mei,Slightly Cold,myricetin,3-oxoacyl-acyl-carrier protein reductase,4.85,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,318.24,1,150,8,6,0.2
Myrica rubra,杨梅,Yang Mei,Slightly Cold,myricetin,Plasmodium falciparum,4.24,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,318.24,1,150,8,6,0.2
Citrus aurantium,枳实,Zhi Shi,Slightly Cold,naringenin,Carbonyl reductase [NADPH] 1,5.46,439246,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,272.26,2,86,5,3,0.21
Citrus aurantium,枳实,Zhi Shi,Slightly Cold,naringenin,Estrogen receptor beta,4.87,439246,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,272.26,2,86,5,3,0.21
Citrus aurantium,枳实,Zhi Shi,Slightly Cold,naringenin,Aromatase,4.77,439246,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,272.26,2,86,5,3,0.21
Citrus aurantium,枳实,Zhi Shi,Slightly Cold,naringenin,Lactoylglutathione lyase,4.76,439246,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,272.26,2,86,5,3,0.21
Citrus aurantium,枳实,Zhi Shi,Slightly Cold,naringenin,Carbonyl reductase [NADPH] 1,4.67,439246,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,272.26,2,86,5,3,0.21
Citrus aurantium,枳实,Zhi Shi,Slightly Cold,naringenin,Sex hormone-binding globulin,4.55,439246,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,272.26,2,86,5,3,0.21
Citrus aurantium,枳实,Zhi Shi,Slightly Cold,naringenin,ATP-dependent translocase ABCB1,4.54,439246,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,272.26,2,86,5,3,0.21
Citrus aurantium,枳实,Zhi Shi,Slightly Cold,naringenin,Estrogen receptor,4.12,439246,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,272.26,2,86,5,3,0.21
Citrus reticulata,陈皮,Chen Pi,Warm,nobiletin,Monocyte,5,72344,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,402.39,4,80,8,0,0.52
Citrus reticulata,陈皮,Chen Pi,Warm,nobiletin,3-hydroxyacyl-CoA dehydrogenase type-2,4.7,72344,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,402.39,4,80,8,0,0.52
Citrus reticulata,陈皮,Chen Pi,Warm,nobiletin,Lysine-specific demethylase 4E,4.65,72344,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,402.39,4,80,8,0,0.52
Citrus reticulata,陈皮,Chen Pi,Warm,nobiletin,HT-29,4.62,72344,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,402.39,4,80,8,0,0.52
Citrus reticulata,陈皮,Chen Pi,Warm,nobiletin,Lysine-specific demethylase 4E,4.6,72344,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,402.39,4,80,8,0,0.52
Citrus reticulata,陈皮,Chen Pi,Warm,nobiletin,Lysine-specific demethylase 4E,4.5,72344,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,402.39,4,80,8,0,0.52
Citrus reticulata,陈皮,Chen Pi,Warm,nobiletin,Cruzipain,4.4,72344,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,402.39,4,80,8,0,0.52
Citrus reticulata,陈皮,Chen Pi,Warm,nobiletin,HL-60,4.38,72344,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,402.39,4,80,8,0,0.52
Citrus reticulata,陈皮,Chen Pi,Warm,nobiletin,3T3-L1,4.3,72344,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,402.39,4,80,8,0,0.52
Scutellaria baicalensis,黄芩,Huang Qin,Cold,oroxylin A,Cyclic AMP-responsive element-binding protein 1,5.66,5320315,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O,284.26,2,80,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,oroxylin A,Unchecked,5.32,5320315,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O,284.26,2,80,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,oroxylin A,Unchecked,5.3,5320315,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O,284.26,2,80,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,oroxylin A,KB,4.79,5320315,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O,284.26,2,80,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,oroxylin A,RAW264.7,4.78,5320315,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O,284.26,2,80,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,oroxylin A,HepG2,4.64,5320315,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O,284.26,2,80,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,oroxylin A,NON-PROTEIN TARGET,4.59,5320315,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O,284.26,2,80,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,oroxylin A,KB,4.51,5320315,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O,284.26,2,80,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,oroxylin A,HCT-116,4.47,5320315,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O,284.26,2,80,5,2,0.3
Scutellaria baicalensis,黄芩,Huang Qin,Cold,oroxylin A,Trypsin,4.21,5320315,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O,284.26,2,80,5,2,0.3
Cnidium monnieri,蛇床子,She Chuang Zi,Warm,osthole,Exportin-1,5.8,10228,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,244.29,3,40,3,0,0.42
Cnidium monnieri,蛇床子,She Chuang Zi,Warm,osthole,Cytochrome P450 3A4,4.8,10228,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,244.29,3,40,3,0,0.42
Cnidium monnieri,蛇床子,She Chuang Zi,Warm,osthole,MCF 7.00,4.59,10228,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,244.29,3,40,3,0,0.42
Cnidium monnieri,蛇床子,She Chuang Zi,Warm,osthole,Aldehyde dehydrogenase 1A1,4.55,10228,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,244.29,3,40,3,0,0.42
Cnidium monnieri,蛇床子,She Chuang Zi,Warm,osthole,MDA-MB-231,4.52,10228,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,244.29,3,40,3,0,0.42
Cnidium monnieri,蛇床子,She Chuang Zi,Warm,osthole,Polyunsaturated fatty acid 5-lipoxygenase,4.44,10228,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,244.29,3,40,3,0,0.42
Cnidium monnieri,蛇床子,She Chuang Zi,Warm,osthole,Aldehyde dehydrogenase 1A1,4.35,10228,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,244.29,3,40,3,0,0.42
